,id,domain,description,chart_template_id:id,type_tax_use,name,sequence,amount,parent_id:id,child_depend,price_include,type,account_collected_id:id,account_paid_id:id,base_code_id:id,tax_code_id:id,ref_base_code_id:id,ref_tax_code_id:id,ref_base_sign,ref_tax_sign,base_sign,tax_sign
077,tax_iiva_16sc_SCI_D,iva,IVA16S<SI,l10n_co_chart_template_generic,Purchase,IVA 16% DIRECTO SERV SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.16,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_S1600_C_SCI_directo_B,atctn_iva_S1600_C_SCI_directo_V,atctn_iva_S1600_C_SCI_directo_DB,atctn_iva_S1600_C_SCI_directo_DV,-1,-1,1,1
078,tax_iiva_05bc_C,iva,IVA05B<,l10n_co_chart_template_generic,Purchase,IVA 5% COMMUN BIEN NACIONAL - IN,,0.05,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_B0500_C_NAT_commun_B,atctn_iva_B0500_C_NAT_commun_V,atctn_iva_B0500_C_NAT_commun_DB,atctn_iva_B0500_C_NAT_commun_DV,-1,-1,1,1
079,tax_iiva_05bc_EXT_C,iva,IVA05B<EX,l10n_co_chart_template_generic,Purchase,IVA 5% COMMUN BIEN EXTERIOR - IN,,0.05,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_B0500_C_EXT_commun_B,atctn_iva_B0500_C_EXT_commun_V,atctn_iva_B0500_C_EXT_commun_DB,atctn_iva_B0500_C_EXT_commun_DV,-1,-1,1,1
080,tax_iiva_05bc_ZFR_C,iva,IVA05B<ZF,l10n_co_chart_template_generic,Purchase,IVA 5% COMMUN BIEN ZONA FRANCA - IN,,0.05,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_B0500_C_ZFR_commun_B,atctn_iva_B0500_C_ZFR_commun_V,atctn_iva_B0500_C_ZFR_commun_DB,atctn_iva_B0500_C_ZFR_commun_DV,-1,-1,1,1
081,tax_iiva_05bc_SCI_C,iva,IVA05B<SI,l10n_co_chart_template_generic,Purchase,IVA 5% COMMUN BIEN SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.05,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_B0500_C_SCI_commun_B,atctn_iva_B0500_C_SCI_commun_V,atctn_iva_B0500_C_SCI_commun_DB,atctn_iva_B0500_C_SCI_commun_DV,-1,-1,1,1
082,tax_iiva_05sc_C,iva,IVA05S<,l10n_co_chart_template_generic,Purchase,IVA 5% COMMUN SERV - IN,,0.05,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_S0500_C_NAT_commun_B,atctn_iva_S0500_C_NAT_commun_V,atctn_iva_S0500_C_NAT_commun_DB,atctn_iva_S0500_C_NAT_commun_DV,-1,-1,1,1
083,tax_iiva_05sc_EXT_C,iva,IVA05S<EX,l10n_co_chart_template_generic,Purchase,IVA 5% COMMUN SERV EXTERIOR - IN,,0.05,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_S0500_C_EXT_commun_B,atctn_iva_S0500_C_EXT_commun_V,atctn_iva_S0500_C_EXT_commun_DB,atctn_iva_S0500_C_EXT_commun_DV,-1,-1,1,1
084,tax_iiva_05sc_ZFR_C,iva,IVA05S<ZF,l10n_co_chart_template_generic,Purchase,IVA 5% COMMUN SERV ZONA FRANCA - IN,,0.05,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_S0500_C_ZFR_commun_B,atctn_iva_S0500_C_ZFR_commun_V,atctn_iva_S0500_C_ZFR_commun_DB,atctn_iva_S0500_C_ZFR_commun_DV,-1,-1,1,1
085,tax_iiva_05sc_SCI_C,iva,IVA05S<SI,l10n_co_chart_template_generic,Purchase,IVA 5% COMMUN SERV SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.05,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_S0500_C_SCI_commun_B,atctn_iva_S0500_C_SCI_commun_V,atctn_iva_S0500_C_SCI_commun_DB,atctn_iva_S0500_C_SCI_commun_DV,-1,-1,1,1
086,tax_iiva_16bc_C,iva,IVA16b<,l10n_co_chart_template_generic,Purchase,IVA 16% COMMUN BIEN - IN,,0.16,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_B1600_C_NAT_commun_B,atctn_iva_B1600_C_NAT_commun_V,atctn_iva_B1600_C_NAT_commun_DB,atctn_iva_B1600_C_NAT_commun_DV,-1,-1,1,1
087,tax_iiva_16bc_EXT_C,iva,IVA16b<EX,l10n_co_chart_template_generic,Purchase,IVA 16% COMMUN BIEN EXTERIOR - IN,,0.16,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_B1600_C_EXT_commun_B,atctn_iva_B1600_C_EXT_commun_V,atctn_iva_B1600_C_EXT_commun_DB,atctn_iva_B1600_C_EXT_commun_DV,-1,-1,1,1
088,tax_iiva_16bc_ZFR_C,iva,IVA16b<ZF,l10n_co_chart_template_generic,Purchase,IVA 16% COMMUN BIEN ZONA FRANCA - IN,,0.16,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_B1600_C_ZFR_commun_B,atctn_iva_B1600_C_ZFR_commun_V,atctn_iva_B1600_C_ZFR_commun_DB,atctn_iva_B1600_C_ZFR_commun_DV,-1,-1,1,1
089,tax_iiva_16bc_SCI_C,iva,IVA16b<SI,l10n_co_chart_template_generic,Purchase,IVA 16% COMMUN BIEN SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.16,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_B1600_C_SCI_commun_B,atctn_iva_B1600_C_SCI_commun_V,atctn_iva_B1600_C_SCI_commun_DB,atctn_iva_B1600_C_SCI_commun_DV,-1,-1,1,1
090,tax_iiva_16sc_C,iva,IVA16S<,l10n_co_chart_template_generic,Purchase,IVA 16% COMMUN SERV - IN,,0.16,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_S1600_C_NAT_commun_B,atctn_iva_S1600_C_NAT_commun_V,atctn_iva_S1600_C_NAT_commun_DB,atctn_iva_S1600_C_NAT_commun_DV,-1,-1,1,1
091,tax_iiva_16sc_EXT_C,iva,IVA16S<EX,l10n_co_chart_template_generic,Purchase,IVA 16% COMMUN SERV EXTERIOR - IN,,0.16,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_S1600_C_EXT_commun_B,atctn_iva_S1600_C_EXT_commun_V,atctn_iva_S1600_C_EXT_commun_DB,atctn_iva_S1600_C_EXT_commun_DV,-1,-1,1,1
092,tax_iiva_16sc_ZFR_C,iva,IVA16S<ZF,l10n_co_chart_template_generic,Purchase,IVA 16% COMMUN SERV ZONA FRANCA - IN,,0.16,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_S1600_C_ZFR_commun_B,atctn_iva_S1600_C_ZFR_commun_V,atctn_iva_S1600_C_ZFR_commun_DB,atctn_iva_S1600_C_ZFR_commun_DV,-1,-1,1,1
093,tax_iiva_16sc_SCI_C,iva,IVA16S<SI,l10n_co_chart_template_generic,Purchase,IVA 16% COMMUN SERV SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.16,,,,percent,co_puc_240810,co_puc_240810,atctn_iva_S1600_C_SCI_commun_B,atctn_iva_S1600_C_SCI_commun_V,atctn_iva_S1600_C_SCI_commun_DB,atctn_iva_S1600_C_SCI_commun_DV,-1,-1,1,1
094,tax_iiva_05bc_N,iva,IVA05B<,l10n_co_chart_template_generic,Purchase,IVA 5% NO DESCONTABLE BIEN NACIONAL - IN,,0.05,,,,percent,,,atctn_iva_B0500_C_NAT_nodesc_B,atctn_iva_B0500_C_NAT_nodesc_V,atctn_iva_B0500_C_NAT_nodesc_DB,atctn_iva_B0500_C_NAT_nodesc_DV,-1,-1,1,1
095,tax_iiva_05bc_EXT_N,iva,IVA05B<EX,l10n_co_chart_template_generic,Purchase,IVA 5% NO DESCONTABLE BIEN EXTERIOR - IN,,0.05,,,,percent,,,atctn_iva_B0500_C_EXT_nodesc_B,atctn_iva_B0500_C_EXT_nodesc_V,atctn_iva_B0500_C_EXT_nodesc_DB,atctn_iva_B0500_C_EXT_nodesc_DV,-1,-1,1,1
096,tax_iiva_05bc_ZFR_N,iva,IVA05B<ZF,l10n_co_chart_template_generic,Purchase,IVA 5% NO DESCONTABLE BIEN ZONA FRANCA - IN,,0.05,,,,percent,,,atctn_iva_B0500_C_ZFR_nodesc_B,atctn_iva_B0500_C_ZFR_nodesc_V,atctn_iva_B0500_C_ZFR_nodesc_DB,atctn_iva_B0500_C_ZFR_nodesc_DV,-1,-1,1,1
097,tax_iiva_05bc_SCI_N,iva,IVA05B<SI,l10n_co_chart_template_generic,Purchase,IVA 5% NO DESCONTABLE BIEN SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.05,,,,percent,,,atctn_iva_B0500_C_SCI_nodesc_B,atctn_iva_B0500_C_SCI_nodesc_V,atctn_iva_B0500_C_SCI_nodesc_DB,atctn_iva_B0500_C_SCI_nodesc_DV,-1,-1,1,1
098,tax_iiva_05sc_N,iva,IVA05S<,l10n_co_chart_template_generic,Purchase,IVA 5% NO DESCONTABLE SERV - IN,,0.05,,,,percent,,,atctn_iva_S0500_C_NAT_nodesc_B,atctn_iva_S0500_C_NAT_nodesc_V,atctn_iva_S0500_C_NAT_nodesc_DB,atctn_iva_S0500_C_NAT_nodesc_DV,-1,-1,1,1
099,tax_iiva_05sc_EXT_N,iva,IVA05S<EX,l10n_co_chart_template_generic,Purchase,IVA 5% NO DESCONTABLE SERV EXTERIOR - IN,,0.05,,,,percent,,,atctn_iva_S0500_C_EXT_nodesc_B,atctn_iva_S0500_C_EXT_nodesc_V,atctn_iva_S0500_C_EXT_nodesc_DB,atctn_iva_S0500_C_EXT_nodesc_DV,-1,-1,1,1
100,tax_iiva_05sc_ZFR_N,iva,IVA05S<ZF,l10n_co_chart_template_generic,Purchase,IVA 5% NO DESCONTABLE SERV ZONA FRANCA - IN,,0.05,,,,percent,,,atctn_iva_S0500_C_ZFR_nodesc_B,atctn_iva_S0500_C_ZFR_nodesc_V,atctn_iva_S0500_C_ZFR_nodesc_DB,atctn_iva_S0500_C_ZFR_nodesc_DV,-1,-1,1,1
101,tax_iiva_05sc_SCI_N,iva,IVA05S<SI,l10n_co_chart_template_generic,Purchase,IVA 5% NO DESCONTABLE SERV SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.05,,,,percent,,,atctn_iva_S0500_C_SCI_nodesc_B,atctn_iva_S0500_C_SCI_nodesc_V,atctn_iva_S0500_C_SCI_nodesc_DB,atctn_iva_S0500_C_SCI_nodesc_DV,-1,-1,1,1
102,tax_iiva_16bc_N,iva,IVA16b<,l10n_co_chart_template_generic,Purchase,IVA 16% NO DESCONTABLE BIEN - IN,,0.16,,,,percent,,,atctn_iva_B1600_C_NAT_nodesc_B,atctn_iva_B1600_C_NAT_nodesc_V,atctn_iva_B1600_C_NAT_nodesc_DB,atctn_iva_B1600_C_NAT_nodesc_DV,-1,-1,1,1
103,tax_iiva_16bc_EXT_N,iva,IVA16b<EX,l10n_co_chart_template_generic,Purchase,IVA 16% NO DESCONTABLE BIEN EXTERIOR - IN,,0.16,,,,percent,,,atctn_iva_B1600_C_EXT_nodesc_B,atctn_iva_B1600_C_EXT_nodesc_V,atctn_iva_B1600_C_EXT_nodesc_DB,atctn_iva_B1600_C_EXT_nodesc_DV,-1,-1,1,1
104,tax_iiva_16bc_ZFR_N,iva,IVA16b<ZF,l10n_co_chart_template_generic,Purchase,IVA 16% NO DESCONTABLE BIEN ZONA FRANCA - IN,,0.16,,,,percent,,,atctn_iva_B1600_C_ZFR_nodesc_B,atctn_iva_B1600_C_ZFR_nodesc_V,atctn_iva_B1600_C_ZFR_nodesc_DB,atctn_iva_B1600_C_ZFR_nodesc_DV,-1,-1,1,1
105,tax_iiva_16bc_SCI_N,iva,IVA16b<SI,l10n_co_chart_template_generic,Purchase,IVA 16% NO DESCONTABLE BIEN SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.16,,,,percent,,,atctn_iva_B1600_C_SCI_nodesc_B,atctn_iva_B1600_C_SCI_nodesc_V,atctn_iva_B1600_C_SCI_nodesc_DB,atctn_iva_B1600_C_SCI_nodesc_DV,-1,-1,1,1
106,tax_iiva_16sc_N,iva,IVA16S<,l10n_co_chart_template_generic,Purchase,IVA 16% NO DESCONTABLE SERV - IN,,0.16,,,,percent,,,atctn_iva_S1600_C_NAT_nodesc_B,atctn_iva_S1600_C_NAT_nodesc_V,atctn_iva_S1600_C_NAT_nodesc_DB,atctn_iva_S1600_C_NAT_nodesc_DV,-1,-1,1,1
107,tax_iiva_16sc_EXT_N,iva,IVA16S<EX,l10n_co_chart_template_generic,Purchase,IVA 16% NO DESCONTABLE SERV EXTERIOR - IN,,0.16,,,,percent,,,atctn_iva_S1600_C_EXT_nodesc_B,atctn_iva_S1600_C_EXT_nodesc_V,atctn_iva_S1600_C_EXT_nodesc_DB,atctn_iva_S1600_C_EXT_nodesc_DV,-1,-1,1,1
108,tax_iiva_16sc_ZFR_N,iva,IVA16S<ZF,l10n_co_chart_template_generic,Purchase,IVA 16% NO DESCONTABLE SERV ZONA FRANCA - IN,,0.16,,,,percent,,,atctn_iva_S1600_C_ZFR_nodesc_B,atctn_iva_S1600_C_ZFR_nodesc_V,atctn_iva_S1600_C_ZFR_nodesc_DB,atctn_iva_S1600_C_ZFR_nodesc_DV,-1,-1,1,1
109,tax_iiva_16sc_SCI_N,iva,IVA16S<SI,l10n_co_chart_template_generic,Purchase,IVA 16% NO DESCONTABLE SERV SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.16,,,,percent,,,atctn_iva_S1600_C_SCI_nodesc_B,atctn_iva_S1600_C_SCI_nodesc_V,atctn_iva_S1600_C_SCI_nodesc_DB,atctn_iva_S1600_C_SCI_nodesc_DV,-1,-1,1,1
110,tax_iiva_exe bc,iva,IVAeeB<,l10n_co_chart_template_generic,Purchase,IVA EXENT BIEN - IN,,0.00,,,,percent,,,atctn_iva_Bexen_C_NAT_B,atctn_iva_Bexen_C_NAT_V,atctn_iva_Bexen_C_NAT_DB,atctn_iva_Bexen_C_NAT_DV,-1,-1,1,1
111,tax_iiva_exe bc_EXT,iva,IVAeeB<EX,l10n_co_chart_template_generic,Purchase,IVA EXENT BIEN EXTERIOR - IN,,0.00,,,,percent,,,atctn_iva_Bexen_C_EXT_B,atctn_iva_Bexen_C_EXT_V,atctn_iva_Bexen_C_EXT_DB,atctn_iva_Bexen_C_EXT_DV,-1,-1,1,1
112,tax_iiva_exe bc_ZFR,iva,IVAeeB<ZF,l10n_co_chart_template_generic,Purchase,IVA EXENT BIEN ZONA FRANCA - IN,,0.00,,,,percent,,,atctn_iva_Bexen_C_EXT_B,atctn_iva_Bexen_C_EXT_V,atctn_iva_Bexen_C_EXT_DB,atctn_iva_Bexen_C_EXT_DV,-1,-1,1,1
113,tax_iiva_exe bc_SCI,iva,IVAeeB<SI,l10n_co_chart_template_generic,Purchase,IVA EXENT BIEN SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.00,,,,percent,,,atctn_iva_Bexen_C_SCI_B,atctn_iva_Bexen_C_SCI_V,atctn_iva_Bexen_C_SCI_DB,atctn_iva_Bexen_C_SCI_DV,-1,-1,1,1
114,tax_iiva_exe sc,iva,IVAeeS<,l10n_co_chart_template_generic,Purchase,IVA EXENT SERV - IN,,0.00,,,,percent,,,atctn_iva_Sexen_C_NAT_B,atctn_iva_Sexen_C_NAT_V,atctn_iva_Sexen_C_NAT_DB,atctn_iva_Sexen_C_NAT_DV,-1,-1,1,1
115,tax_iiva_exe sc_EXT,iva,IVAeeS<EX,l10n_co_chart_template_generic,Purchase,IVA EXENT SERV EXTERIOR - IN,,0.00,,,,percent,,,atctn_iva_Sexen_C_EXT_B,atctn_iva_Sexen_C_EXT_V,atctn_iva_Sexen_C_EXT_DB,atctn_iva_Sexen_C_EXT_DV,-1,-1,1,1
116,tax_iiva_exe sc_ZFR,iva,IVAeeS<ZF,l10n_co_chart_template_generic,Purchase,IVA EXENT SERV ZONA FRANCA - IN,,0.00,,,,percent,,,atctn_iva_Sexen_C_EXT_B,atctn_iva_Sexen_C_EXT_V,atctn_iva_Sexen_C_EXT_DB,atctn_iva_Sexen_C_EXT_DV,-1,-1,1,1
117,tax_iiva_exe sc_SCI,iva,IVAeeS<SI,l10n_co_chart_template_generic,Purchase,IVA EXENT SERV SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.00,,,,percent,,,atctn_iva_Sexen_C_SCI_B,atctn_iva_Sexen_C_SCI_V,atctn_iva_Sexen_C_SCI_DB,atctn_iva_Sexen_C_SCI_DV,-1,-1,1,1
118,tax_iiva_exc bc,iva,IVAecB<,l10n_co_chart_template_generic,Purchase,IVA EXCLU BIEN - IN,,0.00,,,,percent,,,atctn_iva_Bexcl_C_NAT_B,atctn_iva_Bexcl_C_NAT_V,atctn_iva_Bexcl_C_NAT_DB,atctn_iva_Bexcl_C_NAT_DV,-1,-1,1,1
119,tax_iiva_exc bc_EXT,iva,IVAecB<EX,l10n_co_chart_template_generic,Purchase,IVA EXCLU BIEN EXTERIOR - IN,,0.00,,,,percent,,,atctn_iva_Bexcl_C_EXT_B,atctn_iva_Bexcl_C_EXT_V,atctn_iva_Bexcl_C_EXT_DB,atctn_iva_Bexcl_C_EXT_DV,-1,-1,1,1
120,tax_iiva_exc bc_ZFR,iva,IVAecB<ZF,l10n_co_chart_template_generic,Purchase,IVA EXCLU BIEN ZONA FRANCA - IN,,0.00,,,,percent,,,atctn_iva_Bexcl_C_EXT_B,atctn_iva_Bexcl_C_EXT_V,atctn_iva_Bexcl_C_EXT_DB,atctn_iva_Bexcl_C_EXT_DV,-1,-1,1,1
121,tax_iiva_exc bc_SCI,iva,IVAecB<SI,l10n_co_chart_template_generic,Purchase,IVA EXCLU BIEN SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.00,,,,percent,,,atctn_iva_Bexcl_C_SCI_B,atctn_iva_Bexcl_C_SCI_V,atctn_iva_Bexcl_C_SCI_DB,atctn_iva_Bexcl_C_SCI_DV,-1,-1,1,1
122,tax_iiva_exc sc,iva,IVAecS<,l10n_co_chart_template_generic,Purchase,IVA EXCLU SERV - IN,,0.00,,,,percent,,,atctn_iva_Sexcl_C_NAT_B,atctn_iva_Sexcl_C_NAT_V,atctn_iva_Sexcl_C_NAT_DB,atctn_iva_Sexcl_C_NAT_DV,-1,-1,1,1
123,tax_iiva_exc sc_EXT,iva,IVAecS<EX,l10n_co_chart_template_generic,Purchase,IVA EXCLU SERV EXTERIOR - IN,,0.00,,,,percent,,,atctn_iva_Sexcl_C_EXT_B,atctn_iva_Sexcl_C_EXT_V,atctn_iva_Sexcl_C_EXT_DB,atctn_iva_Sexcl_C_EXT_DV,-1,-1,1,1
124,tax_iiva_exc sc_ZFR,iva,IVAecS<ZF,l10n_co_chart_template_generic,Purchase,IVA EXCLU SERV ZONA FRANCA - IN,,0.00,,,,percent,,,atctn_iva_Sexcl_C_EXT_B,atctn_iva_Sexcl_C_EXT_V,atctn_iva_Sexcl_C_EXT_DB,atctn_iva_Sexcl_C_EXT_DV,-1,-1,1,1
125,tax_iiva_exc sc_SCI,iva,IVAecS<SI,l10n_co_chart_template_generic,Purchase,IVA EXCLU SERV SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.00,,,,percent,,,atctn_iva_Sexcl_C_SCI_B,atctn_iva_Sexcl_C_SCI_V,atctn_iva_Sexcl_C_SCI_DB,atctn_iva_Sexcl_C_SCI_DV,-1,-1,1,1
126,tax_iiva_no  bc,iva,IVAngB<,l10n_co_chart_template_generic,Purchase,IVA NOGRA BIEN - IN,,0.00,,,,percent,,,atctn_iva_Bnogr_C_NAT_B,atctn_iva_Bnogr_C_NAT_V,atctn_iva_Bnogr_C_NAT_DB,atctn_iva_Bnogr_C_NAT_DV,-1,-1,1,1
127,tax_iiva_no  bc_EXT,iva,IVAngB<EX,l10n_co_chart_template_generic,Purchase,IVA NOGRA BIEN EXTERIOR - IN,,0.00,,,,percent,,,atctn_iva_Bnogr_C_EXT_B,atctn_iva_Bnogr_C_EXT_V,atctn_iva_Bnogr_C_EXT_DB,atctn_iva_Bnogr_C_EXT_DV,-1,-1,1,1
128,tax_iiva_no  bc_ZFR,iva,IVAngB<ZF,l10n_co_chart_template_generic,Purchase,IVA NOGRA BIEN ZONA FRANCA - IN,,0.00,,,,percent,,,atctn_iva_Bnogr_C_EXT_B,atctn_iva_Bnogr_C_EXT_V,atctn_iva_Bnogr_C_EXT_DB,atctn_iva_Bnogr_C_EXT_DV,-1,-1,1,1
129,tax_iiva_no  bc_SCI,iva,IVAngB<SI,l10n_co_chart_template_generic,Purchase,IVA NOGRA BIEN SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.00,,,,percent,,,atctn_iva_Bnogr_C_SCI_B,atctn_iva_Bnogr_C_SCI_V,atctn_iva_Bnogr_C_SCI_DB,atctn_iva_Bnogr_C_SCI_DV,-1,-1,1,1
130,tax_iiva_no  sc,iva,IVAngS<,l10n_co_chart_template_generic,Purchase,IVA NOGRA SERV - IN,,0.00,,,,percent,,,atctn_iva_Snogr_C_NAT_B,atctn_iva_Snogr_C_NAT_V,atctn_iva_Snogr_C_NAT_DB,atctn_iva_Snogr_C_NAT_DV,-1,-1,1,1
131,tax_iiva_no  sc_EXT,iva,IVAngS<EX,l10n_co_chart_template_generic,Purchase,IVA NOGRA SERV EXTERIOR - IN,,0.00,,,,percent,,,atctn_iva_Snogr_C_EXT_B,atctn_iva_Snogr_C_EXT_V,atctn_iva_Snogr_C_EXT_DB,atctn_iva_Snogr_C_EXT_DV,-1,-1,1,1
132,tax_iiva_no  sc_ZFR,iva,IVAngS<ZF,l10n_co_chart_template_generic,Purchase,IVA NOGRA SERV ZONA FRANCA - IN,,0.00,,,,percent,,,atctn_iva_Snogr_C_EXT_B,atctn_iva_Snogr_C_EXT_V,atctn_iva_Snogr_C_EXT_DB,atctn_iva_Snogr_C_EXT_DV,-1,-1,1,1
133,tax_iiva_no  sc_SCI,iva,IVAngS<SI,l10n_co_chart_template_generic,Purchase,IVA NOGRA SERV SOCEDAD COMMERCIO INTERNACIONAL - IN,,0.00,,,,percent,,,atctn_iva_Snogr_C_SCI_B,atctn_iva_Snogr_C_SCI_V,atctn_iva_Snogr_C_SCI_DB,atctn_iva_Snogr_C_SCI_DV,-1,-1,1,1
134,tax_riva_240_rc_v,r_iva,rIVA24>RC,l10n_co_chart_template_generic,Sale,R IVA 2.4%,,-0.024,,,,percent,co_puc_135517,co_puc_135517,atctn_r_iva_t_0240_B,atctn_r_iva_t_0240_V,atctn_r_iva_t_0240_DB,atctn_r_iva_t_0240_DV,-1,-1,1,1
135,tax_riva_075_rc_v,r_iva,rIVA75>RC,l10n_co_chart_template_generic,Sale,R IVA 0.75%,,-0.0075,,,,percent,co_puc_135517,co_puc_135517,atctn_r_iva_t_0075_B,atctn_r_iva_t_0075_V,atctn_r_iva_t_0075_DB,atctn_r_iva_t_0075_DV,-1,-1,1,1
136,tax_riva_240_rc_c,r_iva,rIVA24<RC,l10n_co_chart_template_generic,Purchase,R IVA 2.4% AL REGIMEN COMMUN,,-0.024,,,,percent,co_puc_236705,co_puc_236705,atctn_r_iva_e_0240_rc_B,atctn_r_iva_e_0240_rc_V,atctn_r_iva_e_0240_rc_DB,atctn_r_iva_e_0240_rc_DV,-1,-1,1,1
137,tax_riva_075_rc_c,r_iva,rIVA75<RC,l10n_co_chart_template_generic,Purchase,R IVA 0.75% AL REGIMEN COMMUN,,-0.0075,,,,percent,co_puc_236705,co_puc_236705,atctn_r_iva_e_0075_rc_B,atctn_r_iva_e_0075_rc_V,atctn_r_iva_e_0075_rc_DB,atctn_r_iva_e_0075_rc_DV,-1,-1,1,1
138,tax_riva_240_rs_c_D,r_iva,rIVA24D<RS,l10n_co_chart_template_generic,Purchase,R IVA 2.4% DIRECTO - AL RS,,1,,TRUE,,percent,,,,,,,,,,
139,tax_riva_240_rs_c_asum_D,r_iva,rIVA24D<RS\,l10n_co_chart_template_generic,Purchase,R IVA 2.4% DIRECTO - AL RS ASUMIDO,,-0.024,tax_riva_240_rs_c_D,,,percent,co_puc_236705,co_puc_236705,atctn_r_iva_e_0240_rs_directo_B,atctn_r_iva_e_0240_rs_directo_V,atctn_r_iva_e_0240_rs_directo_DB,atctn_r_iva_e_0240_rs_directo_DV,-1,-1,1,1
140,tax_riva_240_rs_c_cp_D,r_iva,rIVA24D<RS/,l10n_co_chart_template_generic,Purchase,R IVA 2.4% DIRECTO - AL RS CONTRAPARTIDA,,0.024,tax_riva_240_rs_c_D,,,percent,co_puc_240825,co_puc_240825,,,,,,,,
141,tax_riva_075_rs_c_D,r_iva,rIVA75D<RS,l10n_co_chart_template_generic,Purchase,R IVA 0.75% DIRECTO - AL RS,,1,,TRUE,,percent,,,,,,,,,,
142,tax_riva_075_rs_c_asum_D,r_iva,rIVA75D<RS\,l10n_co_chart_template_generic,Purchase,R IVA 0.75% DIRECTO - AL RS ASUMIDO,,-0.0075,tax_riva_075_rs_c_D,,,percent,co_puc_236705,co_puc_236705,atctn_r_iva_e_0075_rs_directo_B,atctn_r_iva_e_0075_rs_directo_V,atctn_r_iva_e_0075_rs_directo_DB,atctn_r_iva_e_0075_rs_directo_DV,-1,-1,1,1
143,tax_riva_075_rs_c_cp_D,r_iva,rIVA75D<RS/,l10n_co_chart_template_generic,Purchase,R IVA 0.75% DIRECTO - AL RS CONTRAPARTIDA,,0.0075,tax_riva_075_rs_c_D,,,percent,co_puc_240825,co_puc_240825,,,,,,,,
144,tax_riva_16_nd_c_D,r_iva,rIVA16D<EX,l10n_co_chart_template_generic,Purchase,R IVA 16% DIRECTO - SERVICIO NACIONAL DE UN NO DOMICILIADO,,1,,TRUE,,percent,,,,,,,,,,
145,tax_riva_16_nd_c_asum_D,r_iva,rIVA16D<EX\,l10n_co_chart_template_generic,Purchase,R IVA 16% DIRECTO - SERVICIO NACIONAL DE UN NO DOMICILIADO ASSUMID0,,-0.16,tax_riva_16_nd_c_D,,,percent,co_puc_236705,co_puc_236705,atctn_r_iva_e_1600_directo_B,atctn_r_iva_e_1600_directo_V,atctn_r_iva_e_1600_directo_DB,atctn_r_iva_e_1600_directo_DV,-1,-1,1,1
146,tax_riva_16_nd_c_cp_D,r_iva,rIVA16D<EX/,l10n_co_chart_template_generic,Purchase,R IVA 16% DIRECTO - SERVICIO NACIONAL DE UN NO DOMICILIADO CONTRAPARTIDA,,0.16,tax_riva_16_nd_c_D,,,percent,co_puc_240810,co_puc_240810,,,,,,,,
147,tax_riva_240_rs_c_C,r_iva,rIVA24C<RS,l10n_co_chart_template_generic,Purchase,R IVA 2.4% COMMUN - AL RS,,1,,TRUE,,percent,,,,,,,,,,
148,tax_riva_240_rs_c_asum_C,r_iva,rIVA24C<RS\,l10n_co_chart_template_generic,Purchase,R IVA 2.4% COMMUN - AL RS ASUMIDO,,-0.024,tax_riva_240_rs_c_C,,,percent,co_puc_236705,co_puc_236705,atctn_r_iva_e_0240_rs_commun_B,atctn_r_iva_e_0240_rs_commun_V,atctn_r_iva_e_0240_rs_commun_DB,atctn_r_iva_e_0240_rs_commun_DV,-1,-1,1,1
149,tax_riva_240_rs_c_cp_C,r_iva,rIVA24C<RS/,l10n_co_chart_template_generic,Purchase,R IVA 2.4% COMMUN - AL RS CONTRAPARTIDA,,0.024,tax_riva_240_rs_c_C,,,percent,co_puc_240820,co_puc_240820,,,,,,,,
150,tax_riva_075_rs_c_C,r_iva,rIVA75C<RS,l10n_co_chart_template_generic,Purchase,R IVA 0.75% COMMUN - AL RS,,1,,TRUE,,percent,,,,,,,,,,
