,id,domain,description,chart_template_id:id,type_tax_use,name,sequence,amount,parent_id:id,child_depend,price_include,type,account_collected_id:id,account_paid_id:id,base_code_id:id,tax_code_id:id,ref_base_code_id:id,ref_tax_code_id:id,ref_base_sign,ref_tax_sign,base_sign,tax_sign
151,tax_riva_075_rs_c_asum_C,r_iva,rIVA75C<RS\,l10n_co_chart_template_generic,Purchase,R IVA 0.75% COMMUN - AL RS ASUMIDO,,-0.0075,tax_riva_075_rs_c_C,,,percent,co_puc_236705,co_puc_236705,atctn_r_iva_e_0075_rs_commun_B,atctn_r_iva_e_0075_rs_commun_V,atctn_r_iva_e_0075_rs_commun_DB,atctn_r_iva_e_0075_rs_commun_DV,-1,-1,1,1
152,tax_riva_075_rs_c_cp_C,r_iva,rIVA75C<RS/,l10n_co_chart_template_generic,Purchase,R IVA 0.75% COMMUN - AL RS CONTRAPARTIDA,,0.0075,tax_riva_075_rs_c_C,,,percent,co_puc_240820,co_puc_240820,,,,,,,,
153,tax_riva_16_nd_c_C,r_iva,rIVA16C<EX,l10n_co_chart_template_generic,Purchase,R IVA 16% COMMUN - SERVICIO NACIONAL DE UN NO DOMICILIADO,,1,,TRUE,,percent,,,,,,,,,,
154,tax_riva_16_nd_c_asum_C,r_iva,rIVA16C<EX\,l10n_co_chart_template_generic,Purchase,R IVA 16% COMMUN - SERVICIO NACIONAL DE UN NO DOMICILIADO ASUMIDO,,-0.16,tax_riva_16_nd_c_C,,,percent,co_puc_236705,co_puc_236705,atctn_r_iva_e_1600_commun_B,atctn_r_iva_e_1600_commun_V,atctn_r_iva_e_1600_commun_DB,atctn_r_iva_e_1600_commun_DV,-1,-1,1,1
155,tax_riva_16_nd_c_cp_C,r_iva,rIVA16C<EX/,l10n_co_chart_template_generic,Purchase,R IVA 16% COMMUN - SERVICIO NACIONAL DE UN NO DOMICILIADO CONTRAPARTIDA,,0.16,tax_riva_16_nd_c_C,,,percent,co_puc_240815,co_puc_240815,,,,,,,,
156,tax_riva_240_rs_c_N,r_iva,rIVA24N<RS,l10n_co_chart_template_generic,Purchase,R IVA 2.4% NO DESCONTABLE - AL RS,,1,,TRUE,,percent,,,,,,,,,,
157,tax_riva_240_rs_c_asum_N,r_iva,rIVA24N<RS\,l10n_co_chart_template_generic,Purchase,R IVA 2.4% NO DESCONTABLE - AL RS ASUMIDO,,-0.024,tax_riva_240_rs_c_N,,,percent,co_puc_236705,co_puc_236705,atctn_r_iva_e_0240_rs_nodesc_B,atctn_r_iva_e_0240_rs_nodesc_V,atctn_r_iva_e_0240_rs_nodesc_DB,atctn_r_iva_e_0240_rs_nodesc_DV,-1,-1,1,1
158,tax_riva_240_rs_c_cp_N,r_iva,rIVA24N<RS/,l10n_co_chart_template_generic,Purchase,R IVA 2.4% NO DESCONTABLE - AL RS CONTRAPARTIDA,,0.024,tax_riva_240_rs_c_N,,,percent,,,,,,,,,,
159,tax_riva_075_rs_c_N,r_iva,rIVA75N<RS,l10n_co_chart_template_generic,Purchase,R IVA 0.75% NO DESCONTABLE - AL RS,,1,,TRUE,,percent,,,,,,,,,,
160,tax_riva_075_rs_c_asum_N,r_iva,rIVA75N<RS\,l10n_co_chart_template_generic,Purchase,R IVA 0.75% NO DESCONTABLE - AL RS ASUMIDO,,-0.0075,tax_riva_075_rs_c_N,,,percent,co_puc_236705,co_puc_236705,atctn_r_iva_e_0075_rs_nodesc_B,atctn_r_iva_e_0075_rs_nodesc_V,atctn_r_iva_e_0075_rs_nodesc_DB,atctn_r_iva_e_0075_rs_nodesc_DV,-1,-1,1,1
161,tax_riva_075_rs_c_cp_N,r_iva,rIVA75N<RS/,l10n_co_chart_template_generic,Purchase,R IVA 0.75% NO DESCONTABLE - AL RS CONTRAPARTIDA,,0.0075,tax_riva_075_rs_c_N,,,percent,,,,,,,,,,
162,tax_riva_16_nd_c_N,r_iva,rIVA16N<EX,l10n_co_chart_template_generic,Purchase,R IVA 16% NO DESCONTABLE - SERVICIO NACIONAL DE UN NO DOMICILIADO,,1,,TRUE,,percent,,,,,,,,,,
163,tax_riva_16_nd_c_asum_N,r_iva,rIVA16N<EX\,l10n_co_chart_template_generic,Purchase,R IVA 16% NO DESCONTABLE - SERVICIO NACIONAL DE UN NO DOMICILIADO ASUMIDO,,-0.16,tax_riva_16_nd_c_N,,,percent,co_puc_236705,co_puc_236705,atctn_r_iva_e_1600_nodesc_B,atctn_r_iva_e_1600_nodesc_V,atctn_r_iva_e_1600_nodesc_DB,atctn_r_iva_e_1600_nodesc_DV,-1,-1,1,1
164,tax_riva_16_nd_c_cp_N,r_iva,rIVA16N<EX/,l10n_co_chart_template_generic,Purchase,R IVA 16% NO DESCONTABLE - SERVICIO NACIONAL DE UN NO DOMICILIADO CONTRAPARTIDA,,0.16,tax_riva_16_nd_c_N,,,percent,,,,,,,,,,
165,tax_rrenta_ENAJE_01act,,rRENenaAFIJ>,l10n_co_chart_template_generic,Purchase,R REN Enajenación de activos fijos; vendedor pers. natural no agente,,-0.01,,,,percent,co_puc_236560,co_puc_236560,atctn_r_renta_a_ena_B,atctn_r_renta_a_ena_V,atctn_r_renta_a_ena_DB,atctn_r_renta_a_ena_V,-1,-1,1,1
166,tax_rrenta_ENAJE_01pas,,rRENenaAFIJ<,l10n_co_chart_template_generic,Sale,R REN Enajenación de activos fijos; vendedor pers. natural no agente ,,-0.01,,,,percent,co_puc_135515,co_puc_135515,atctn_r_renta_p_ena_B,atctn_r_renta_p_ena_V,atctn_r_renta_p_ena_DB,atctn_r_renta_p_ena_V,-1,-1,1,1
167,tax_rrenta_ENAJE_01pasext,,rRENenaAFIJ>EX,l10n_co_chart_template_generic,Purchase,R REN EXTERIOR Enajenación de activos fijos; vendedor pers. natural no agente,,-0.01,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_ext_enotr_B,atctn_r_renta_ext_enotr_V,atctn_r_renta_ext_enotr_DB,atctn_r_renta_ext_enotr_DV,,,,
168,tax_rrenta_ENAJE_01paspf,,rRENenaAFIJ>PF,l10n_co_chart_template_generic,Purchase,R REN PARAISO Enajenación de activos fijos; vendedor pers. natural no agente ,,-0.33,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_pf_enotr_B,atctn_r_renta_pf_enotr_V,atctn_r_renta_pf_enotr_DB,atctn_r_renta_pf_enotr_DV,,,,
169,tax_rrenta_ADQUI_02act,,rRENadqRAIC>,l10n_co_chart_template_generic,Purchase,R REN Adquisición de Bienes Raíces; no vivienda; agente,,-0.025,,,,percent,co_puc_236540,co_puc_236540,atctn_r_renta_a_com_B,atctn_r_renta_a_com_V,atctn_r_renta_a_com_DB,atctn_r_renta_a_com_V,-1,-1,1,1
170,tax_rrenta_ADQUI_02pas,,rRENadqRAIC<,l10n_co_chart_template_generic,Sale,R REN Adquisición de Bienes Raíces; no vivienda; agente,,-0.025,,,,percent,co_puc_135515,co_puc_135515,atctn_r_renta_p_com_B,atctn_r_renta_p_com_V,atctn_r_renta_p_com_DB,atctn_r_renta_p_com_V,-1,-1,1,1
171,tax_rrenta_ADQUI_02actext,,rRENadqRAIC>EX,l10n_co_chart_template_generic,Purchase,R REN EXTERIOR Adquisición de Bienes Raíces; no vivienda; agente,,-0.025,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_ext_enotr_B,atctn_r_renta_ext_enotr_V,atctn_r_renta_ext_enotr_DB,atctn_r_renta_ext_enotr_DV,-1,-1,1,1
172,tax_rrenta_ADQUI_02actpf,,rRENadqRAIC>PF,l10n_co_chart_template_generic,Purchase,R REN PARAISO Adquisición de Bienes Raíces; no vivienda; agente,,-0.33,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_pf_enotr_B,atctn_r_renta_pf_enotr_V,atctn_r_renta_pf_enotr_DB,atctn_r_renta_pf_enotr_DV,-1,-1,1,1
173,tax_rrenta_ADQUI_02pasauto,,rRENadqRAIC<AR,l10n_co_chart_template_generic,Sale,AR REN - Adquisición de Bienes Raíces; no vivienda; agente,,1.0,,TRUE,,percent,,,,,,,,,,
173a,tax_rrenta_ADQUI_02pasauto_ASU,,rRENadqRAIC<AR\,l10n_co_chart_template_generic,Sale,AR REN - Adquisición de Bienes Raíces; no vivienda; agente ASIMUDO,,-0.025,tax_rrenta_ADQUI_02pasauto,,,percent,co_puc_236575,co_puc_236575,atctn_r_renta_ar_ven_B,atctn_r_renta_ar_ven_V,atctn_r_renta_ar_ven_DB,atctn_r_renta_ar_ven_DV,-1,-1,1,1
173b,tax_rrenta_ADQUI_02pasauto_CP,,rRENadqRAIC<AR/,l10n_co_chart_template_generic,Sale,AR REN - Adquisición de Bienes Raíces; no vivienda; agente CONTRAPARTIDA,,0.025,tax_rrenta_ADQUI_02pasauto,,,percent,co_puc_521595,co_puc_521595,,,,,,,,
174,tax_rrenta_ADQUI_03act,,rRENadqVIVIa>,l10n_co_chart_template_generic,Purchase,R REN Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT,,-0.01,,,,percent,co_puc_236540,co_puc_236540,atctn_r_renta_a_com_B,atctn_r_renta_a_com_V,atctn_r_renta_a_com_DB,atctn_r_renta_a_com_V,-1,-1,1,1
175,tax_rrenta_ADQUI_03pas,,rRENadqVIVIa<,l10n_co_chart_template_generic,Sale,R REN Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT,,-0.01,,,,percent,co_puc_135515,co_puc_135515,atctn_r_renta_p_com_B,atctn_r_renta_p_com_V,atctn_r_renta_p_com_DB,atctn_r_renta_p_com_V,-1,-1,1,1
176,tax_rrenta_ADQUI_03actext,,rRENadqVIVIa>EX,l10n_co_chart_template_generic,Purchase,R REN EXTERIOR Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT,,-0.01,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_ext_enotr_B,atctn_r_renta_ext_enotr_V,atctn_r_renta_ext_enotr_DB,atctn_r_renta_ext_enotr_DV,-1,-1,1,1
177,tax_rrenta_ADQUI_03actpf,,rRENadqVIVIa>PF,l10n_co_chart_template_generic,Purchase,R REN PARAISO Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT,,-0.33,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_pf_enotr_B,atctn_r_renta_pf_enotr_V,atctn_r_renta_pf_enotr_DB,atctn_r_renta_pf_enotr_DV,-1,-1,1,1
178,tax_rrenta_ADQUI_03pasauto,,rRENadqVIVIa<AR,l10n_co_chart_template_generic,Sale,AR REN - Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT,,1.0,,TRUE,,percent,,,,,,,,,,
178a,tax_rrenta_ADQUI_03pasauto_ASU,,rRENadqVIVIa<AR\,l10n_co_chart_template_generic,Sale,AR REN - Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT ASIMUDO,,-0.01,tax_rrenta_ADQUI_03pasauto,,,percent,co_puc_236575,co_puc_236575,atctn_r_renta_ar_ven_B,atctn_r_renta_ar_ven_V,atctn_r_renta_ar_ven_DB,atctn_r_renta_ar_ven_DV,-1,-1,1,1
178b,tax_rrenta_ADQUI_03pasauto_CP,,rRENadqVIVIa<AR/,l10n_co_chart_template_generic,Sale,AR REN - Adquisición de Bienes Raíces; vidienda; primeras 20.000 UVT CONTRAPARTIDA,,0.01,tax_rrenta_ADQUI_03pasauto,,,percent,co_puc_521595,co_puc_521595,,,,,,,,
179,tax_rrenta_ADQUI_04act,,rRENadqVIVIb>,l10n_co_chart_template_generic,Purchase,R REN Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT,,-0.025,,,,percent,co_puc_236540,co_puc_236540,atctn_r_renta_a_com_B,atctn_r_renta_a_com_V,atctn_r_renta_a_com_DB,atctn_r_renta_a_com_V,-1,-1,1,1
180,tax_rrenta_ADQUI_04pas,,rRENadqVIVIb<,l10n_co_chart_template_generic,Sale,R REN Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT,,-0.025,,,,percent,co_puc_135515,co_puc_135515,atctn_r_renta_p_com_B,atctn_r_renta_p_com_V,atctn_r_renta_p_com_DB,atctn_r_renta_p_com_V,-1,-1,1,1
181,tax_rrenta_ADQUI_04actext,,rRENadqVIVIb>EX,l10n_co_chart_template_generic,Purchase,R REN EXTERIOR Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT,,-0.025,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_ext_enotr_B,atctn_r_renta_ext_enotr_V,atctn_r_renta_ext_enotr_DB,atctn_r_renta_ext_enotr_DV,-1,-1,1,1
182,tax_rrenta_ADQUI_04actpf,,rRENadqVIVIb>PF,l10n_co_chart_template_generic,Purchase,R REN PARAISO Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT,,-0.33,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_pf_enotr_B,atctn_r_renta_pf_enotr_V,atctn_r_renta_pf_enotr_DB,atctn_r_renta_pf_enotr_DV,-1,-1,1,1
183,tax_rrenta_ADQUI_04pasauto,,rRENadqVIVIb<AR,l10n_co_chart_template_generic,Sale,AR REN - Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT,,1.0,,TRUE,,percent,,,,,,,,,,
183a,tax_rrenta_ADQUI_04pasauto_ASU,,rRENadqVIVIb<AR\,l10n_co_chart_template_generic,Sale,AR REN - Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT ASIMUDO,,-0.025,tax_rrenta_ADQUI_04pasauto,,,percent,co_puc_236575,co_puc_236575,atctn_r_renta_ar_ven_B,atctn_r_renta_ar_ven_V,atctn_r_renta_ar_ven_DB,atctn_r_renta_ar_ven_DV,-1,-1,1,1
183b,tax_rrenta_ADQUI_04pasauto_CP,,rRENadqVIVIb<AR/,l10n_co_chart_template_generic,Sale,AR REN - Adquisición de Bienes Raíces; vivienda; sobrante de 20.000 UVT CONTRAPARTIDA,,0.025,tax_rrenta_ADQUI_04pasauto,,,percent,co_puc_521595,co_puc_521595,,,,,,,,
184,tax_rrenta_ADQUI_05act,,rRENadqVEHI>,l10n_co_chart_template_generic,Purchase,R REN Adquisición de vehículos ,,-0.01,,,,percent,co_puc_236540,co_puc_236540,atctn_r_renta_a_com_B,atctn_r_renta_a_com_V,atctn_r_renta_a_com_DB,atctn_r_renta_a_com_V,-1,-1,1,1
185,tax_rrenta_ADQUI_05pas,,rRENadqVEHI<,l10n_co_chart_template_generic,Sale,R REN Adquisición de vehículos ,,-0.01,,,,percent,co_puc_135515,co_puc_135515,atctn_r_renta_p_com_B,atctn_r_renta_p_com_V,atctn_r_renta_p_com_DB,atctn_r_renta_p_com_V,-1,-1,1,1
186,tax_rrenta_ADQUI_05actext,,rRENadqVEHI>EX,l10n_co_chart_template_generic,Purchase,R REN EXTERIOR Adquisición de vehículos ,,-0.01,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_ext_enotr_B,atctn_r_renta_ext_enotr_V,atctn_r_renta_ext_enotr_DB,atctn_r_renta_ext_enotr_DV,-1,-1,1,1
187,tax_rrenta_ADQUI_05actpf,,rRENadqVEHI>PF,l10n_co_chart_template_generic,Purchase,R REN PARAISO Adquisición de vehículos ,,-0.33,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_pf_enotr_B,atctn_r_renta_pf_enotr_V,atctn_r_renta_pf_enotr_DB,atctn_r_renta_pf_enotr_DV,-1,-1,1,1
188,tax_rrenta_ADQUI_05pasauto,,rRENadqVEHI<AR,l10n_co_chart_template_generic,Sale,AR REN - Adquisición de vehículos ,,1.0,,TRUE,,percent,,,,,,,,,,
188a,tax_rrenta_ADQUI_05pasauto_ASU,,rRENadqVEHI<AR\,l10n_co_chart_template_generic,Sale,AR REN - Adquisición de vehículos  ASIMUDO,,-0.01,tax_rrenta_ADQUI_05pasauto,,,percent,co_puc_236575,co_puc_236575,atctn_r_renta_ar_ven_B,atctn_r_renta_ar_ven_V,atctn_r_renta_ar_ven_DB,atctn_r_renta_ar_ven_DV,-1,-1,1,1
188b,tax_rrenta_ADQUI_05pasauto_CP,,rRENadqVEHI<AR/,l10n_co_chart_template_generic,Sale,AR REN - Adquisición de vehículos  CONTRAPARTIDA,,0.01,tax_rrenta_ADQUI_05pasauto,,,percent,co_puc_521595,co_puc_521595,,,,,,,,
189,tax_rrenta_ARREN_06act,,rRENarrMUEB>,l10n_co_chart_template_generic,Purchase,R REN Arrendamiento de bienes muebles,,-0.04,,,,percent,co_puc_236530,co_puc_236530,atctn_r_renta_a_arr_B,atctn_r_renta_a_arr_V,atctn_r_renta_a_arr_DB,atctn_r_renta_a_arr_V,-1,-1,1,1
190,tax_rrenta_ARREN_06pas,,rRENarrMUEB<,l10n_co_chart_template_generic,Sale,R REN Arrendamiento de bienes muebles,,-0.04,,,,percent,co_puc_135515,co_puc_135515,atctn_r_renta_p_arr_B,atctn_r_renta_p_arr_V,atctn_r_renta_p_arr_DB,atctn_r_renta_p_arr_V,-1,-1,1,1
191,tax_rrenta_ARREN_06actext,,rRENarrMUEB>EX,l10n_co_chart_template_generic,Purchase,R REN EXTERIOR Arrendamiento de bienes muebles,,-0.04,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_ext_enotr_B,atctn_r_renta_ext_enotr_V,atctn_r_renta_ext_enotr_DB,atctn_r_renta_ext_enotr_DV,-1,-1,1,1
192,tax_rrenta_ARREN_06actpf,,rRENarrMUEB>PF,l10n_co_chart_template_generic,Purchase,R REN PARAISO Arrendamiento de bienes muebles,,-0.33,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_pf_enotr_B,atctn_r_renta_pf_enotr_V,atctn_r_renta_pf_enotr_DB,atctn_r_renta_pf_enotr_DV,-1,-1,1,1
193,tax_rrenta_ARREN_06pasauto,,rRENarrMUEB<AR,l10n_co_chart_template_generic,Sale,AR REN - Arrendamiento de bienes muebles,,1.0,,TRUE,,percent,,,,,,,,,,
193a,tax_rrenta_ARREN_06pasauto_ASU,,rRENarrMUEB<AR\,l10n_co_chart_template_generic,Sale,AR REN - Arrendamiento de bienes muebles ASIMUDO,,-0.04,tax_rrenta_ARREN_06pasauto,,,percent,co_puc_236575,co_puc_236575,atctn_r_renta_ar_otr_B,atctn_r_renta_ar_otr_V,atctn_r_renta_ar_otr_DB,atctn_r_renta_ar_otr_DV,-1,-1,1,1
193b,tax_rrenta_ARREN_06pasauto_CP,,rRENarrMUEB<AR/,l10n_co_chart_template_generic,Sale,AR REN - Arrendamiento de bienes muebles CONTRAPARTIDA,,0.04,tax_rrenta_ARREN_06pasauto,,,percent,co_puc_521595,co_puc_521595,,,,,,,,
194,tax_rrenta_ARREN_07act,,rRENarrRAICd>,l10n_co_chart_template_generic,Purchase,R REN Arrendamiento de bienes raíces; declarante,,-0.025,,,,percent,co_puc_236530,co_puc_236530,atctn_r_renta_a_arr_B,atctn_r_renta_a_arr_V,atctn_r_renta_a_arr_DB,atctn_r_renta_a_arr_V,-1,-1,1,1
195,tax_rrenta_ARREN_07pas,,rRENarrRAICd<,l10n_co_chart_template_generic,Sale,R REN Arrendamiento de bienes raíces; declarante,,-0.025,,,,percent,co_puc_135515,co_puc_135515,atctn_r_renta_p_arr_B,atctn_r_renta_p_arr_V,atctn_r_renta_p_arr_DB,atctn_r_renta_p_arr_V,-1,-1,1,1
196,tax_rrenta_ARREN_07actext,,rRENarrRAICd>EX,l10n_co_chart_template_generic,Purchase,R REN EXTERIOR Arrendamiento de bienes raíces; declarante,,-0.025,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_ext_enotr_B,atctn_r_renta_ext_enotr_V,atctn_r_renta_ext_enotr_DB,atctn_r_renta_ext_enotr_DV,-1,-1,1,1
197,tax_rrenta_ARREN_07actpf,,rRENarrRAICd>PF,l10n_co_chart_template_generic,Purchase,R REN PARAISO Arrendamiento de bienes raíces; declarante,,-0.33,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_pf_enotr_B,atctn_r_renta_pf_enotr_V,atctn_r_renta_pf_enotr_DB,atctn_r_renta_pf_enotr_DV,-1,-1,1,1
198,tax_rrenta_ARREN_07pasauto,,rRENarrRAICd<AR,l10n_co_chart_template_generic,Sale,AR REN - Arrendamiento de bienes raíces; declarante,,1.0,,TRUE,,percent,,,,,,,,,,
198a,tax_rrenta_ARREN_07pasauto_ASU,,rRENarrRAICd<AR\,l10n_co_chart_template_generic,Sale,AR REN - Arrendamiento de bienes raíces; declarante ASIMUDO,,-0.025,tax_rrenta_ARREN_07pasauto,,,percent,co_puc_236575,co_puc_236575,atctn_r_renta_ar_otr_B,atctn_r_renta_ar_otr_V,atctn_r_renta_ar_otr_DB,atctn_r_renta_ar_otr_DV,-1,-1,1,1
198b,tax_rrenta_ARREN_07pasauto_CP,,rRENarrRAICd<AR/,l10n_co_chart_template_generic,Sale,AR REN - Arrendamiento de bienes raíces; declarante CONTRAPARTIDA,,0.025,tax_rrenta_ARREN_07pasauto,,,percent,co_puc_521595,co_puc_521595,,,,,,,,
199,tax_rrenta_ARREN_08act,,rRENarrRAICn>,l10n_co_chart_template_generic,Purchase,R REN Arrendamiento de bienes raíces; no declarante,,-0.035,,,,percent,co_puc_236530,co_puc_236530,atctn_r_renta_a_arr_B,atctn_r_renta_a_arr_V,atctn_r_renta_a_arr_DB,atctn_r_renta_a_arr_V,-1,-1,1,1
200,tax_rrenta_ARREN_08pas,,rRENarrRAICn<,l10n_co_chart_template_generic,Sale,R REN Arrendamiento de bienes raíces; no declarante,,-0.035,,,,percent,co_puc_135515,co_puc_135515,atctn_r_renta_p_arr_B,atctn_r_renta_p_arr_V,atctn_r_renta_p_arr_DB,atctn_r_renta_p_arr_V,-1,-1,1,1
201,tax_rrenta_ARREN_08actext,,rRENarrRAICn>EX,l10n_co_chart_template_generic,Purchase,R REN EXTERIOR Arrendamiento de bienes raíces; no declarante,,-0.035,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_ext_enotr_B,atctn_r_renta_ext_enotr_V,atctn_r_renta_ext_enotr_DB,atctn_r_renta_ext_enotr_DV,-1,-1,1,1
202,tax_rrenta_ARREN_08actpf,,rRENarrRAICn>PF,l10n_co_chart_template_generic,Purchase,R REN PARAISO Arrendamiento de bienes raíces; no declarante,,-0.33,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_pf_enotr_B,atctn_r_renta_pf_enotr_V,atctn_r_renta_pf_enotr_DB,atctn_r_renta_pf_enotr_DV,-1,-1,1,1
203,tax_rrenta_COMIS_09act,,rRENcmsSECF>,l10n_co_chart_template_generic,Purchase,R REN Comisiones en el sector financiero,,-0.11,,,,percent,co_puc_236520,co_puc_236520,atctn_r_renta_a_hyc_B,atctn_r_renta_a_hyc_V,atctn_r_renta_a_hyc_DB,atctn_r_renta_a_hyc_V,-1,-1,1,1
204,tax_rrenta_COMIS_09pas,,rRENcmsSECF<,l10n_co_chart_template_generic,Sale,R REN Comisiones en el sector financiero,,-0.11,,,,percent,co_puc_135515,co_puc_135515,atctn_r_renta_p_hyc_B,atctn_r_renta_p_hyc_V,atctn_r_renta_p_hyc_DB,atctn_r_renta_p_hyc_V,-1,-1,1,1
205,tax_rrenta_COMIS_09actext,,rRENcmsSECF>EX,l10n_co_chart_template_generic,Purchase,R REN EXTERIOR Comisiones en el sector financiero,,-0.11,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_ext_enotr_B,atctn_r_renta_ext_enotr_V,atctn_r_renta_ext_enotr_DB,atctn_r_renta_ext_enotr_DV,-1,-1,1,1
206,tax_rrenta_COMIS_09actpf,,rRENcmsSECF>PF,l10n_co_chart_template_generic,Purchase,R REN PARAISO Comisiones en el sector financiero,,-0.33,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_pf_enotr_B,atctn_r_renta_pf_enotr_V,atctn_r_renta_pf_enotr_DB,atctn_r_renta_pf_enotr_DV,-1,-1,1,1
207,tax_rrenta_COMIS_09pasauto,,rRENcmsSECF<AR,l10n_co_chart_template_generic,Sale,AR REN - Comisiones en el sector financiero,,1.0,,TRUE,,percent,,,,,,,,,,
207a,tax_rrenta_COMIS_09pasauto_ASU,,rRENcmsSECF<AR\,l10n_co_chart_template_generic,Sale,AR REN - Comisiones en el sector financiero ASIMUDO,,-0.11,tax_rrenta_COMIS_09pasauto,,,percent,co_puc_236575,co_puc_236575,atctn_r_renta_ar_com_B,atctn_r_renta_ar_com_V,atctn_r_renta_ar_com_DB,atctn_r_renta_ar_com_DV,-1,-1,1,1
207b,tax_rrenta_COMIS_09pasauto_CP,,rRENcmsSECF<AR/,l10n_co_chart_template_generic,Sale,AR REN - Comisiones en el sector financiero CONTRAPARTIDA,,0.11,tax_rrenta_COMIS_09pasauto,,,percent,co_puc_521595,co_puc_521595,,,,,,,,
208,tax_rrenta_COMIS_10act,,rRENcmsBOLS>,l10n_co_chart_template_generic,Purchase,R REN Comisiones en operaciones realizadas en bolsa de valores,,-0.03,,,,percent,co_puc_236520,co_puc_236520,atctn_r_renta_a_hyc_B,atctn_r_renta_a_hyc_V,atctn_r_renta_a_hyc_DB,atctn_r_renta_a_hyc_V,-1,-1,1,1
209,tax_rrenta_COMIS_10pas,,rRENcmsBOLS<,l10n_co_chart_template_generic,Sale,R REN Comisiones en operaciones realizadas en bolsa de valores,,-0.03,,,,percent,co_puc_135515,co_puc_135515,atctn_r_renta_p_hyc_B,atctn_r_renta_p_hyc_V,atctn_r_renta_p_hyc_DB,atctn_r_renta_p_hyc_V,-1,-1,1,1
210,tax_rrenta_COMIS_10actext,,rRENcmsBOLS>EX,l10n_co_chart_template_generic,Purchase,R REN EXTERIOR Comisiones en operaciones realizadas en bolsa de valores,,-0.03,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_ext_enotr_B,atctn_r_renta_ext_enotr_V,atctn_r_renta_ext_enotr_DB,atctn_r_renta_ext_enotr_DV,-1,-1,1,1
211,tax_rrenta_COMIS_10actpf,,rRENcmsBOLS>PF,l10n_co_chart_template_generic,Purchase,R REN PARAISO Comisiones en operaciones realizadas en bolsa de valores,,-0.33,,,,percent,co_puc_236550,co_puc_236550,atctn_r_renta_pf_enotr_B,atctn_r_renta_pf_enotr_V,atctn_r_renta_pf_enotr_DB,atctn_r_renta_pf_enotr_DV,-1,-1,1,1
212,tax_rrenta_COMIS_10pasauto,,rRENcmsBOLS<AR,l10n_co_chart_template_generic,Sale,AR REN - Comisiones en operaciones realizadas en bolsa de valores,,1.0,,TRUE,,percent,,,,,,,,,,
212a,tax_rrenta_COMIS_10pasauto_ASU,,rRENcmsBOLS<AR\,l10n_co_chart_template_generic,Sale,AR REN - Comisiones en operaciones realizadas en bolsa de valores ASIMUDO,,-0.03,tax_rrenta_COMIS_10pasauto,,,percent,co_puc_236575,co_puc_236575,atctn_r_renta_ar_com_B,atctn_r_renta_ar_com_V,atctn_r_renta_ar_com_DB,atctn_r_renta_ar_com_DV,-1,-1,1,1
212b,tax_rrenta_COMIS_10pasauto_CP,,rRENcmsBOLS<AR/,l10n_co_chart_template_generic,Sale,AR REN - Comisiones en operaciones realizadas en bolsa de valores CONTRAPARTIDA,,0.03,tax_rrenta_COMIS_10pasauto,,,percent,co_puc_521595,co_puc_521595,,,,,,,,
213,tax_rrenta_COMPR_11act,,rRENcmpCAFE>,l10n_co_chart_template_generic,Purchase,R REN Compra de café pergamino o cereza,,-0.005,,,,percent,co_puc_236540,co_puc_236540,atctn_r_renta_a_com_B,atctn_r_renta_a_com_V,atctn_r_renta_a_com_DB,atctn_r_renta_a_com_V,-1,-1,1,1
